report_date,context,branch,division,group,description,barcode,qty,total_amount
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,HOT CHOCOLATE COMBO,,57.0,37743243.21
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,SINGLE ESPRESSO,,131.0,31227567.15
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,Hot-Coffee Based,WHITE MOCHA,,15.0,7608243.35
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON THE SIDE,,289.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,Hot-Coffee Based,OPTIONS ICE CREAM,ICE CREAM ON TOP,,158.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,BOSTON CHEESECAKE CHIMNEY,,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,BOSTON CHEESECAKE CONUT,,13.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,BOSTON CHEESECAKE MINI,,47.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY BERRY MIX,,102.0,127651621.42
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY BOSTON CHEESECAKE,,84.0,110130810.58
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY COMBO.,,3.0,11799729.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY PISTACHIO,,117.0,167341621.11
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY THE ONE,,859.0,1075026890.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY THE ORIGINAL,,171.0,203813513.31
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHIMNEY TRIPLE CHOCOLATE,,240.0,314659458.79
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CHOCOLATE CHIPS RINGS,,8.0,3814054.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CINNAMON SUGAR RINGS,,13.0,5423108.04
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CLASSIC CHIMNEY,,291.0,173420272.24
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT BERRY MIX,,158.0,141239189.63
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT BITES,,50.0,32777027.32
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT BOSTON CHEESECAKE,,95.0,87815946.11
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT COMBO,,13.0,35637567.47
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT PISTACHIO,,87.0,88140405.51
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT THE ONE,,486.0,434444595.95
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT THE ORIGINAL,,313.0,270677325.11
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,CONUT TRIPLE CHOCOLATE,,226.0,208909513.9
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,ICE CREAM BOWL,,271.0,161501353.18
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI BERRY MIX,,122.0,61880379.27
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI BOSTON CHEESECAKE,,53.0,28426621.24
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI PISTACHIO,,61.0,38210730.08
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI THE ONE,,255.0,129340136.99
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI THE ORIGINAL,,219.0,104409728.34
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,MINI TRIPLE CHOCOLATE,,124.0,66507566.68
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,PISTACHIO CHIMNEY,,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,PISTACHIO CONUT,,13.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,PISTACHIO MINI,,46.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,THE ONE CHIMNEY,,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,THE ONE CONUT,,13.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,THE ONE MINI,,47.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,THE SHARING BOX.,,47.0,78426486.82
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TIRAMISU CHIMNEY,,120.0,157329729.4
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TIRAMISU CONUT,,137.0,130631351.62
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TIRAMISU MINI CONUT,,88.0,52443243.84
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TRIPLE CHOCOLATE CHIMNEY,,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TRIPLE CHOCOLATE CONUT,,13.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,ITEMS,ITEMS,TRIPLE CHOCOLATE MINI,,47.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,NO MARSHMALLLOWS,,24.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MARSHMALLOW OPTIONS,MARSHMALLOW OPTIONS,TOASTED MARSHMALLOWS,,15.0,1787837.81
30-Jan-26,Years:2025 Months:0,Conut Jnah,MILK OPTIONS,MILK OPTIONS,FULL FAT MILK,,868.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MILK OPTIONS,MILK OPTIONS,LACTOSE FREE MILK.,,23.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MILK OPTIONS,MILK OPTIONS,MILK OPTIONS,,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MILK OPTIONS,MILK OPTIONS,SKIMMED MILK.,,34.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BLUEBERRIES (P),,12.0,1430270.25
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,BROWNIES (R),,9.0,810486.47
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRISPY CREPE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED LOTUS (R),,5.0,450270.26
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,CRUSHED OREO (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE CHIPS (P),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,DARK CHOCOLATE SAUCE (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,FRUIT LOOPS (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GRANOLA BERRIES (P),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,GUMMY BEARS (R),,4.0,360216.21
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,LOTUS SAUCE (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,MARSHMALLOWS (R),,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,NUTELLA SAUCE (R),,7.0,630378.37
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PEANUT BUTTER CUPS (P),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,PISTACHIO SAUCE (P),,4.0,476756.75
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRIES (P),,9.0,1072702.69
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,RASPBERRY JAM (P),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED CARAMEL SAUCE (R),,2.0,180108.1
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SALTED PRETZELS (R),,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,SPRINKLES (R),,8.0,720432.42
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,STRAWBERRIES (R),,19.0,1711026.99
30-Jan-26,Years:2025 Months:0,Conut Jnah,MINI/CONUT/BOWL TOPPINGS,MINI/CONUT/BOWL TOPPINGS,WHIPPED CREAM (P),,6.0,715135.13
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,DOUBLE CHOCOLATE MILKSHAKE,,19.0,14719864.95
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,FRUIT LOOPS MILKSHAKE,,3.0,2324189.2
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,GRANOLA BERRIES MILKSHAKE,,4.0,3098918.94
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,MATCHA MILKSHAKE,,6.0,5363513.53
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,OREO MILKSHAKE,,59.0,42192973.28
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,PEANUT BUTTER MILKSHAKE,,2.0,1549459.47
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,PISTACHIO MILKSHAKE,,11.0,9833108.14
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,SALTED CARAMEL MILKSHAKE,,12.0,9296756.81
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,STRAWBERRY MILKSHAKE,,35.0,25029729.91
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,TOFFEE NUT MILKSHAKE,,1.0,774729.73
30-Jan-26,Years:2025 Months:0,Conut Jnah,Shakes,Shakes,VANILLA MILKSHAKE,,46.0,24672161.83
30-Jan-26,Years:2025 Months:0,Conut Jnah,coffee type,coffee type,DECAF,,34.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,coffee type,coffee type,REGULAR.,,955.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,CARAMEL DIP.(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,DARK CHOCOLATE DIP.(R),,3.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,LOTUS DIP.(R),,7.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,NUTELLA DIP.(R),,45.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,PASSION FRUITS DIP.(P),,0.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,PISTACHIO DIP.(P),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,SALTED CARAMEL DIP.(R),,1.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free dip,free dip,WHITE CHOCOLATE DIP.(R),,6.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free mini spread,FREE MINI SPREAD,LOTUS SPREAD MINI.,,14.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free mini spread,FREE MINI SPREAD,NO SPREAD .,,58.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free mini spread,FREE MINI SPREAD,NUTELLA SPREAD MINI.,,575.0,0.0
30-Jan-26,Years:2025 Months:0,Conut Jnah,free mini spread,FREE MINI SPREAD,PISTACHIO SPREAD MINI.,,2.0,60918.92
30-Jan-26,Years:2025 Months:0,Conut Jnah,free mini spread,FREE MINI SPREAD,WHITE CHOCOLATE SPREAD MINI.,,122.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,"CARAMEL SAUCE,",,6.0,540324.31
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,EXTRA DECAF ESPRESSO SHOT,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,EXTRA ESPRESSO SHOT,,20.0,1801081.04
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,HAZELNUT SYRUP,,9.0,810486.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,SALTED CARAMEL SYRUP,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,STRAWBERRY DRESSING,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,SWEETENED CREAM,,26.0,2341405.36
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,VANILLA SYRUP,,3.0,270162.16
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Bev Add-ons,Bev Add-ons,WHIPPED CREAM,,10.0,1191891.88
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BLUEBERRIES.,,36.0,8581621.51
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,BROWNIES.,,25.0,4469594.54
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CARAMEL SAUCE.,,3.0,536351.34
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRISPY CREPE.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED LOTUS.,,17.0,3039324.28
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,CRUSHED OREO.,,10.0,1787837.81
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE CHIPS.,,9.0,2145405.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,DARK CHOCOLATE SAUCE.,,8.0,1430270.25
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,FRUIT LOOPS.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,GUMMY BEARS.,,7.0,1251486.47
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,LOTUS SAUCE.,,1.0,178783.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,MARSHMALLOWS.,,9.0,1609054.03
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,NUTELLA SAUCE.,,30.0,5363513.44
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PEANUT BUTTER CUPS.,,3.0,715135.13
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,PISTACHIO SAUCE.,,5.0,1191891.88
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,RASPBERRIES.,,31.0,7389729.63
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,SPRINKLES.,,6.0,1072702.69
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,STRAWBERRY.,,83.0,14839053.86
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CHIMNEY TOPPINGS,CHIMNEY TOPPINGS,WHIPPED CREAM.,,5.0,1191891.88
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CONUT''S FAVORITE,CONUT''S FAVORITE,AFFOGATO,,6.0,3218108.07
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CONUT''S FAVORITE,CONUT''S FAVORITE,HOT CHOCOLATE,,71.0,33849729.28
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CONUT''S FAVORITE,CONUT''S FAVORITE,MATCHA LATTE,,3.0,1787837.86
30-Jan-26,Years:2025 Months:0,Main Street Coffee,CONUT''S FAVORITE,CONUT''S FAVORITE,PISTACHIO LATTE,,3.0,1787837.86
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Conuts,Conuts,NO CINNAMON,,22.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,DRINK TYPE,DRINK TYPE,HOT,,514.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,DRINK TYPE,DRINK TYPE,ICED,,41.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Delivery Service,Delivery,DELIVERY CHARGE,,21.0,5005945.88
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Delivery Service,Delivery,DONT SEND CUTLERY,,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Delivery Service,Delivery,SEND CUTLERY,,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Delivery Service,Delivery,TAKE AWAY,,80.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,LOTUS SPREAD CHIMNEY,,5.0,893918.91
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,"NO SPREAD,,",,197.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,NUTELLA SPREAD CHIMNEY,,16.0,2860540.5
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CHIMNEY SPREAD,EXTRA CHIMNEY SPREAD,WHITE CHOCOLATE SPREAD CHIMNEY,,2.0,357567.56
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,LOTUS SPREAD CONUT,,7.0,630378.37
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NO SPREAD..,,238.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,NUTELLA SPREAD CONUT,,15.0,1350810.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,PISTACHIO SPREAD CONUT,,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA CONUT SPREAD,EXTRA CONUT SPREAD,WHITE CHOCOLATE SPREAD CONUT,,1.0,90054.05
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,CARAMEL DIP (R),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,CHERRY JAM DIP (P),,1.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,DARK CHOCOLATE DIP (R),,2.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,LOTUS DIP (R),,3.0,357567.56
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,NUTELLA DIP (R),,8.0,953513.5
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,PASSION FRUIT DIP (P),,2.0,476756.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,PISTACHIO DIP (P),,2.0,476756.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,RASPBERRY JAM DIP (P),,1.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,SALTED CARAMEL DIP (R),,1.0,119189.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA DIP,EXTRA DIP,WHITE CHOCOLATE DIP (R),,4.0,476756.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,LOTUS SPREAD MINI,,1.0,59594.59
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,"NO SPREAD,.",,61.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,EXTRA MINI SPREAD,EXTRA MINI SPREAD,NUTELLA SPREAD MINI,,1.0,59594.59
30-Jan-26,Years:2025 Months:0,Main Street Coffee,Extras and Sides,Extras and Sides,ADD ICE CREAM,,169.0,80571890.82
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"BLUEBERRIES , (P)",,15.0,893918.91
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,BROWNIES . (R),,375.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"CARAMEL SAUCE, (R)",,568.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED LOTUS .(R),,87.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,CRUSHED OREO .(R),,7.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE CHIPS ,(P)",,4.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"DARK CHOCOLATE SAUCE,(R)",,5.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"FRUIT LOOPS,(R)",,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"GUMMY BEARS ,(R)",,3.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"LOTUS SAUCE,(R)",,23.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"MARSHMALLOWS,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,NO TOPPINGS,,32.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"NUTELLA SAUCE,(R)",,645.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PEANUT BUTTER CUPS,(P)",,3.0,178783.78
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PISTACHIO SAUCE ,(P)",,29.0,1728243.22
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"PISTACHIO TOPPING,",,114.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRIES ,(P)",,8.0,476756.75
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"RASPBERRY JAM,(P)",,2.0,119189.19
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"SALTED CARAMEL SAUCE,(R)",,2.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,SPRINKLES .(R),,1.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"STRAWBERRY,(R)",,1010.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"SWITCH TO ICE CREAM,",,60.0,14302702.51
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM ,",,19.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,"WHIPPED CREAM,",,4.0,238378.38
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CHIMNEY TOP,FREE CHIMNEY TOP,WHITE CHOCOLATE SAUCE .(R),,26.0,0.0
30-Jan-26,Years:2025 Months:0,Main Street Coffee,FREE CONUT TOP,FREE CONUT TOP,"BLUEBERRIES, (P)",,52.0,1583891.84
